,DoY,Hour,Tair,Rg,GPP_uStar_f,PAR,GPP_Sim,LAI_Sim
42310,152.0,11.0,21.041,901.8,20.964,1855.5555555555554,37.062484463051426,0.0054
42311,152.0,11.5,21.444000000000003,880.34,21.874,1811.3991769547326,36.18051405212098,0.0054
42312,152.0,12.0,21.661,820.95,24.428,1689.1975308641977,33.739683543958826,0.0054
42313,152.0,12.5,21.735,846.37,19.377,1741.5020576131687,34.784403387661165,0.0054
42314,152.0,13.0,21.866,628.25,19.927,1292.695473251029,25.820033115892727,0.0054
42315,152.0,13.5,22.246,611.82,14.839,1258.888888888889,25.144787363255848,0.0054
42316,152.0,14.0,22.257,782.41,21.79,1609.8971193415637,32.1557534583456,0.0054
42317,152.0,14.5,22.213,699.3,15.98,1438.888888888889,28.740070287216525,0.0054
42318,152.0,15.0,22.285,452.74,16.265,931.5637860082305,18.60686318008639,0.0054
42319,152.0,15.5,22.479,304.5,14.753,626.5432098765432,12.514445019959147,0.0054
42320,152.0,16.0,22.031,214.62,12.33,441.60493827160496,8.820526076136725,0.0054
42321,152.0,16.5,22.048,212.4,12.503,437.03703703703707,8.729287757764608,0.0054
42322,152.0,17.0,21.4974,186.5,10.854,383.7448559670782,7.664840710089922,0.0054
42323,152.0,17.5,20.9772,167.33,10.232,344.3004115226338,6.876985501444218,0.0054
42324,152.0,18.0,20.5535,82.5,8.6655,169.7530864197531,3.3906131827475523,0.0054
42325,152.0,18.5,19.6978,38.1,3.0137,78.39506172839506,1.5658468153052334,0.0054
42345,153.0,4.5,11.7758,37.6,3.4284,77.36625514403293,1.545297644500703,0.0054
42346,153.0,5.0,11.9352,83.0,4.7935,170.78189300411523,3.411162353552083,0.0054
42347,153.0,5.5,12.1749,58.2,6.4659,119.75308641975309,2.3919234816473645,0.0054
42348,153.0,6.0,12.5721,127.22,7.6692,261.7695473251029,5.228531019504771,0.0054
42349,153.0,6.5,13.282,246.29,11.993,506.76954732510285,10.122110554895693,0.0054
42350,153.0,7.0,14.167,306.74,13.192,631.1522633744856,12.606505305163445,0.0054
42351,153.0,7.5,14.3566,133.82,12.727,275.3497942386831,5.499780074124574,0.0054
42352,153.0,8.0,14.7538,215.95,14.066,444.34156378600824,8.875186870476774,0.0054
42353,153.0,8.5,15.0512,220.01,12.86,452.6954732510288,9.042046137409564,0.0054
42354,153.0,9.0,15.4053,333.15,17.952,685.4938271604938,13.69191250705875,0.0054
42355,153.0,9.5,15.93,332.74,17.08,684.6502057613169,13.675062186999037,0.0054
42356,153.0,10.0,16.797,467.0,16.401,960.9053497942388,19.1929255314316,0.0054
42357,153.0,10.5,17.799,692.0,28.436,1423.8683127572017,28.440052393470378,0.0054
42358,153.0,11.0,19.079,758.37,24.457,1560.432098765432,31.167749326063774,0.0054
42359,153.0,11.5,19.692,945.07,28.025,1944.5884773662553,38.84080970447551,0.0054
42360,153.0,12.0,19.985,843.7,24.082,1736.008230452675,34.67467081556497,0.0054
42361,153.0,12.5,20.27,645.83,26.496,1328.8683127572017,26.54254196138002,0.0054
42362,153.0,13.0,20.718000000000004,720.64,20.154,1482.798353909465,29.617108897153894,0.0054
42363,153.0,13.5,21.382,710.32,21.676,1461.5637860082306,29.192974011748383,0.0054
42364,153.0,14.0,20.991,155.3,12.592,319.5473251028807,6.382572451887211,0.0054
42365,153.0,14.5,20.219,126.91,8.7132,261.13168724279836,5.215790533605962,0.0054
42366,153.0,15.0,19.8851,68.79,6.9471,141.54320987654322,2.827154919287323,0.0054
42367,153.0,15.5,16.1363,39.4,1.0663,81.06995884773663,1.6192746593970129,0.0054
42368,153.0,16.0,16.1793,256.24,13.803,527.2427983539095,10.531039053905854,0.0054
42369,153.0,16.5,16.595,65.92,7.6836,135.63786008230454,2.709202678869317,0.0054
42370,153.0,17.0,16.6638,73.31,2.9722,150.84362139917695,3.0129194233602794,0.0054
42371,153.0,17.5,16.5713,76.7,6.888,157.81893004115227,3.1522428014149972,0.0054
42372,153.0,18.0,16.3494,14.9,5.5536,30.65843621399177,0.6123652899750125,0.0054
42393,154.0,4.5,7.942,48.02,1.7976,98.80658436213993,1.973542364067121,0.0054
42394,154.0,5.0,7.7448,119.82,6.8743,246.54320987654322,4.924403291597718,0.0054
42395,154.0,5.5,8.4329,213.1,9.4948,438.47736625514403,8.75805659689095,0.0054
42396,154.0,6.0,9.0497,314.2,12.253,646.5020576131687,12.913098933567042,0.0054
42397,154.0,6.5,9.8065,409.1,12.958,841.769547325103,16.813331552266956,0.0054
42398,154.0,7.0,10.5158,495.41,16.064,1019.3621399176956,20.36052941654503,0.0054
42399,154.0,7.5,11.212,580.42,16.184,1194.2798353909463,23.85429943673132,0.0054
42400,154.0,8.0,11.902,671.94,16.427,1382.5925925925928,27.615619660792614,0.0054
42401,154.0,8.5,12.421,754.68,17.454,1552.8395061728395,31.016096445526337,0.0054
42402,154.0,9.0,12.888,828.69,16.479,1705.1234567901236,34.05778470801296,0.0054
42403,154.0,9.5,13.657,883.81,16.097,1818.5390946502057,36.32312529750441,0.0054
42404,154.0,10.0,14.088,930.9,23.334,1915.432098765432,38.25844620387511,0.0054
42405,154.0,10.5,14.268,946.9,25.893,1948.3539094650205,38.916019669620084,0.0054
42406,154.0,11.0,14.591,932.77,21.52,1919.2798353909466,38.33530010268405,0.0054
42407,154.0,11.5,14.929,906.73,19.119,1865.6995884773664,37.2650992871841,0.0054
42408,154.0,12.0,15.062,954.6,21.037,1964.1975308641977,39.232476900009864,0.0054
42409,154.0,12.5,15.1913,907.02,19.049,1866.2962962962963,37.277017806250726,0.0054
42410,154.0,13.0,14.8925,740.15,17.392,1522.9423868312758,30.41893754194668,0.0054
42411,154.0,13.5,14.7459,585.51,17.250999999999998,1204.7530864197531,24.063489995521447,0.0054
42412,154.0,14.0,14.6642,586.13,15.588,1206.0288065843622,24.088970967319067,0.0054
42413,154.0,14.5,14.5851,480.5,15.515999999999998,988.6831275720165,19.747753143153925,0.0054
42414,154.0,15.0,14.1303,250.14,12.093,514.6913580246913,10.280339170090578,0.0054
42415,154.0,15.5,13.9755,392.26,13.608,807.1193415637861,16.121235479570363,0.0054
42416,154.0,16.0,13.9715,530.59,13.679,1091.7489711934156,21.806369074351803,0.0054
42417,154.0,16.5,13.5092,387.1,13.363,796.5020576131687,15.909168036867607,0.0054
42418,154.0,17.0,12.703,138.28,10.36,284.5267489711934,5.683078677700988,0.0054
42419,154.0,17.5,11.9372,66.12,6.9546,136.0493827160494,2.7174223471911296,0.0054
42420,154.0,18.0,11.4041,49.48,5.922,101.81069958847736,2.03354594281635,0.0054
42421,154.0,18.5,10.9789,21.4,4.5474,44.032921810699584,0.8795045104339104,0.0054
42441,155.0,4.5,6.893,40.43,4.0404,83.18930041152264,1.661605951254346,0.0054
42442,155.0,5.0,7.1099,110.45,6.3545,227.26337448559673,4.5393118307208145,0.0054
42443,155.0,5.5,7.4514,200.5,16.051,412.5514403292181,8.240217492616779,0.0054
42444,155.0,6.0,7.9012,302.9,10.15,623.2510288065844,12.44868767338465,0.0054
42445,155.0,6.5,8.5434,397.21,11.725,817.3045267489712,16.324672270535213,0.0054
42446,155.0,7.0,9.3107,493.68,17.182000000000002,1015.8024691358025,20.289429285561354,0.0054
42447,155.0,7.5,9.9068,587.51,18.152,1208.8683127572017,24.14568667873957,0.0054
42448,155.0,8.0,10.5702,679.81,15.478,1398.7860082304526,27.93906360925592,0.0054
42449,155.0,8.5,11.662,766.63,15.833,1577.4279835390946,31.507221627754618,0.0054
42450,155.0,9.0,12.4148,799.65,15.817,1645.3703703703704,32.86428886768582,0.0054
42451,155.0,9.5,13.4023,908.59,18.111,1869.5267489711935,37.34154220257695,0.0054
42452,155.0,10.0,13.749,738.0,20.312,1518.5185185185185,30.330576107487193,0.0054
42453,155.0,10.5,14.3421,815.5,21.521,1677.9835390946503,33.515697582189446,0.0054
42454,155.0,11.0,14.9466,989.15,24.813,2035.2880658436213,40.65242460260293,0.0054
42455,155.0,11.5,14.9388,968.45,22.621,1992.695473251029,39.80168893129536,0.0054
42456,155.0,12.0,15.229,1027.1,20.553,2113.3744855967075,42.21210666666679,0.0054
42457,155.0,12.5,15.2876,933.05,18.936,1919.8559670781892,38.34680763833459,0.0054
42458,155.0,13.0,15.949000000000002,1063.9,20.727,2189.0946502057614,43.724525637880255,0.0054
42459,155.0,13.5,16.1669,926.76,16.534000000000002,1906.9135802469136,38.0882990696136,0.0054
42460,155.0,14.0,16.172,654.6,22.339,1346.9135802469136,26.90297441729149,0.0054
42461,155.0,14.5,16.27,548.37,21.584,1128.3333333333335,22.537097588160915,0.0054
42462,155.0,15.0,16.314,571.49,18.605,1175.9053497942386,23.487291246162407,0.0054
42463,155.0,15.5,16.533,551.63,17.688,1135.0411522633744,22.67107818180645,0.0054
42464,155.0,16.0,16.2541,234.3,13.578,482.0987654320988,9.62934143900305,0.0054
42465,155.0,16.5,16.04,131.07,8.9974,269.69135802469134,5.386759634699656,0.0054
42466,155.0,17.0,15.7135,96.19,7.436,197.9218106995885,3.953249479375601,0.0054
42467,155.0,17.5,15.5547,74.04,7.0957,152.3456790123457,3.042921212734895,0.0054
42468,155.0,18.0,15.1286,36.9,4.6189,75.92592592592592,1.5165288053743597,0.0054
42469,155.0,18.5,14.5394,21.8,3.6153,44.8559670781893,0.895943847077535,0.0054
42489,156.0,4.5,14.1691,26.4,1.0088,54.32098765432099,1.0849962184792168,0.0054
42490,156.0,5.0,14.2558,67.0,5.1794,137.86008230452674,2.753588887807103,0.0054
42491,156.0,5.5,14.3874,158.2,10.457,325.51440329218104,6.501757642553487,0.0054
42492,156.0,6.0,14.659,230.1,13.505,473.4567901234568,9.456728404244991,0.0054
42493,156.0,6.5,14.974,307.45,17.075,632.6131687242798,12.635685127705878,0.0054
42494,156.0,7.0,15.656,423.2,14.907,870.7818930041152,17.392818168954715,0.0054
42495,156.0,7.5,16.156,414.25,21.595,852.366255144033,17.02498801155362,0.0054
42496,156.0,8.0,17.624000000000002,559.64,16.483,1151.522633744856,23.000275898095033,0.0054
42497,156.0,8.5,18.827,720.96,22.902,1483.4567901234568,29.630260366468793,0.0054
42498,156.0,9.0,19.362,795.55,24.376,1636.9341563786008,32.69578566708867,0.0054
42499,156.0,9.5,20.292,847.42,18.609,1743.6625514403293,34.82755664635068,0.0054
42500,156.0,10.0,21.386442,804.53,20.548,1655.4115226337449,33.06484877473804,0.0054
42501,156.0,10.5,21.386442,804.53,22.033,1655.4115226337449,33.06484877473804,0.0054
42502,156.0,11.0,22.560742,724.02,19.259,1489.7530864197531,29.75602129179252,0.0054
42503,156.0,11.5,22.623,952.51,23.233,1959.897119341564,39.146581366046924,0.0054
42504,156.0,12.0,23.38,936.76,24.185,1927.4897119341565,38.499282485704214,0.0054
42505,156.0,12.5,23.702,671.34,20.693,1381.3580246913582,27.59096065582718,0.0054
42506,156.0,13.0,23.128,592.12,19.632,1218.3539094650207,24.335150033557344,0.0054
42507,156.0,13.5,23.363000000000003,386.27,14.055,794.7942386831276,15.875056413332086,0.0054
42508,156.0,14.0,23.0989,420.87,16.445,865.9876543209876,17.297059033005603,0.0054
42509,156.0,14.5,24.26,611.06,20.892,1257.3251028806583,25.11355262363296,0.0054
42510,156.0,15.0,23.961,456.68,18.199,939.6707818930041,18.768790646026087,0.0054
42511,156.0,15.5,23.757,361.48,10.595999999999998,743.7860082304527,14.856228524843457,0.0054
42512,156.0,16.0,23.7615,323.84,11.896,666.3374485596707,13.309286946678391,0.0054
42513,156.0,16.5,23.2572,179.8,11.731,369.95884773662556,7.389481821309212,0.0054
42514,156.0,17.0,22.4661,106.35,8.6229,218.82716049382717,4.370808630123663,0.0054
42515,156.0,17.5,21.5647,88.5,7.8518,182.09876543209876,3.6372032324019195,0.0054
42516,156.0,18.0,20.7497,26.7,1.812,54.93827160493827,1.0973257209619351,0.0054
42517,156.0,18.5,20.3218,33.5,2.4043,68.93004115226337,1.3767944439035515,0.0054
42538,157.0,5.0,18.4729,10.4,2.1915,21.39917695473251,0.4274227527342369,0.0054
42539,157.0,5.5,18.4565,29.33,2.1843,60.349794238683124,1.205414359393766,0.0054
42540,157.0,6.0,18.4155,44.21,3.0981,90.96707818930041,1.8169576825365974,0.0054
42541,157.0,6.5,18.3589,174.15,16.204,358.33333333333337,7.157276191218016,0.0054
42542,157.0,7.0,18.922,572.6,31.029,1178.1893004115227,23.532910405348467,0.0054
42543,157.0,7.5,18.3933,245.8,18.059,505.76131687242804,10.101972367507255,0.0054
42544,157.0,8.0,18.0441,497.09,17.428,1022.8189300411523,20.42957463044825,0.0054
42545,157.0,8.5,17.7324,467.2,15.49,961.3168724279835,19.201145199753412,0.0054
42546,157.0,9.0,18.2433,716.8,23.416,1474.8971193415637,29.459291265375096,0.0054
42547,157.0,9.5,18.7239,688.13,25.176,1415.9053497942386,28.28100181144331,0.0054
42548,157.0,10.0,19.22,719.11,22.195,1479.650205761317,29.554228434492032,0.0054
42549,157.0,10.5,20.3305,977.81,25.797,2011.954732510288,40.18636940875617,0.0054
42550,157.0,11.0,20.7521,986.59,25.871,2030.0205761316874,40.54721284808373,0.0054
42551,157.0,11.5,21.4672,1013.6,22.643,2085.59670781893,41.657279054944475,0.0054
42552,157.0,12.0,21.7081,831.88,22.506,1711.687242798354,34.188888417745865,0.0054
42553,157.0,12.5,21.1412,385.85,23.294,793.9300411522635,15.857795109856282,0.0054
42554,157.0,13.0,21.6715,789.96,23.153,1625.432098765432,32.466045937494016,0.0054
42555,157.0,13.5,21.7331,762.99,22.345,1569.9382716049383,31.357623664297638,0.0054
42556,157.0,14.0,21.7674,837.6,22.544,1723.4567901234568,34.42397093174969,0.0054
42557,157.0,14.5,22.1247,797.18,22.522,1640.2880658436213,32.76277596391144,0.0054
42558,157.0,15.0,22.3088,636.24,19.343,1309.1358024691358,26.148408865349122,0.0054
42559,157.0,15.5,22.1938,439.99,15.709,905.3292181069959,18.082859324570855,0.0054
42560,157.0,16.0,22.3977,408.73,15.945,841.008230452675,16.798125165871603,0.0054
42561,157.0,16.5,22.1283,286.5,13.547,589.5061728395062,11.774674870996046,0.0054
42562,157.0,17.0,22.0191,260.04,13.128,535.0617283950618,10.687212752020287,0.0054
42563,157.0,17.5,22.0382,229.04,12.51,471.275720164609,9.413164162139386,0.0054
42564,157.0,18.0,21.3744,86.93,7.6506,178.86831275720166,3.572678836075694,0.0054
42565,157.0,18.5,21.1156,51.45,5.156,105.8641975308642,2.1145096757862007,0.0054
42566,157.0,19.0,20.7602,14.6,1.8515,30.041152263374485,0.6000357874922941,0.0054
42585,158.0,4.5,14.3867,27.28,4.4888,56.13168724279836,1.1211627590951907,0.0054
42586,158.0,5.0,14.8033,62.09,4.5987,127.75720164609055,2.5517960305066127,0.0054
42587,158.0,5.5,14.845,87.76,6.1293,180.57613168724282,3.606790459611215,0.0054
42588,158.0,6.0,15.6177,123.72,5.9369,254.5679012345679,5.0846868238730565,0.0054
42589,158.0,6.5,16.535999999999998,208.67,13.207,429.36213991769546,8.57599094356281,0.0054
42590,158.0,7.0,17.4429,507.2,13.764,1043.6213991769548,20.845078864115862,0.0054
42591,158.0,7.5,18.4062,520.78,20.29,1071.5637860082304,21.403194343166913,0.0054
42592,158.0,8.0,18.822,560.13,22.562,1152.530864197531,23.020414085483473,0.0054
42593,158.0,8.5,19.5277,744.75,21.095,1532.4074074074074,30.60798991334836,0.0054
42594,158.0,9.0,20.0092,811.93,24.358,1670.6378600823045,33.36897650264509,0.0054
42595,158.0,9.5,20.426,883.91,22.716,1818.7448559670781,36.32723513166532,0.0054
42596,158.0,10.0,20.9592,886.33,19.748,1823.7242798353911,36.42669311835925,0.0054
42597,158.0,10.5,21.2926,963.85,20.705,1983.2304526748972,39.61263655989368,0.0054
42598,158.0,11.0,21.945,991.53,17.432000000000002,2040.1851851851852,40.750238655632494,0.0054
42599,158.0,11.5,21.9645,999.02,19.443,2055.59670781893,41.05806523428436,0.0054
42600,158.0,12.0,22.903,1013.2,18.039,2084.7736625514403,41.640839718300846,0.0054
42601,158.0,12.5,23.293000000000003,996.98,19.409,2051.3991769547324,40.97422461740187,0.0054
42602,158.0,13.0,23.561,966.24,18.446,1988.1481481481483,39.710861596339335,0.0054
42603,158.0,13.5,23.752,929.46,20.601,1912.4691358024693,38.19926459195806,0.0054
42604,158.0,14.0,23.823,874.66,17.285,1799.7119341563787,35.94707547178151,0.0054
42605,158.0,14.5,24.199,614.78,13.899,1264.9794238683128,25.26643845441867,0.0054
42606,158.0,15.0,24.394,575.73,16.01,1184.6296296296298,23.66154821458483,0.0054
42607,158.0,15.5,24.89,648.57,16.53,1334.5061728395062,26.65515141738885,0.0054
42608,158.0,16.0,24.888,541.27,14.077,1113.724279835391,22.245299362736578,0.0054
42609,158.0,16.5,24.931,439.65,14.636,904.6296296296296,18.06888588842377,0.0054
42610,158.0,17.0,24.955,367.79,10.61,756.769547325103,15.115559060396635,0.0054
42611,158.0,17.5,24.558000000000003,270.65,9.2866,556.8930041152263,11.123266156492424,0.0054
42612,158.0,18.0,24.473000000000003,183.04,7.7326,376.6255144032922,7.522640448122569,0.0054
42613,158.0,18.5,23.696,72.08,5.7746,148.3127572016461,2.9623684631811344,0.0054
42614,158.0,19.0,22.708,17.7,5.327,36.41975308641975,0.727440646480384,0.0054
42633,159.0,4.5,15.9171,46.79,1.316,96.27572016460906,1.9229914038879754,0.0054
42634,159.0,5.0,15.6296,126.01,8.1359,259.2798353909465,5.178802026157808,0.0054
42635,159.0,5.5,15.9186,214.8,8.0407,441.97530864197535,8.827923777626355,0.0054
42636,159.0,6.0,16.2154,316.1,12.43,650.4115226337449,12.991185782624258,0.0054
42637,159.0,6.5,16.6946,410.13,12.698,843.8888888888889,16.855662844124286,0.0054
42638,159.0,7.0,17.2756,506.48,18.742,1042.1399176954733,20.81548805815734,0.0054
42639,159.0,7.5,17.5986,598.25,14.296,1230.9670781893005,24.58708286762089,0.0054
42640,159.0,8.0,18.572,685.32,15.352,1410.1234567901236,28.16551547152185,0.0054
42641,159.0,8.5,19.0318,765.81,18.436,1575.7407407407406,31.473520987635187,0.0054
42642,159.0,9.0,19.5995,831.55,22.214,1711.0082304526748,34.17532596501487,0.0054
42643,159.0,9.5,19.9544,888.76,17.765,1828.724279835391,36.52656208846927,0.0054
42644,159.0,10.0,20.665,933.53,23.713,1920.843621399177,38.36653484230694,0.0054
42645,159.0,10.5,20.9973,967.93,22.136,1991.625514403292,39.78031779365865,0.0054
42646,159.0,11.0,21.3051,988.84,21.392,2034.650205761317,40.63968411670412,0.0054
42647,159.0,11.5,22.13,1000.8,18.601,2059.259259259259,41.13122028234849,0.0054
42648,159.0,12.0,22.1666,1003.1,22.184,2063.991769547325,41.22574646804933,0.0054
42649,159.0,12.5,22.7004,996.89,21.134,2051.213991769547,40.970525766657055,0.0054
42650,159.0,13.0,22.8401,975.83,22.227,2007.8806584362142,40.104994692370234,0.0054
42651,159.0,13.5,23.0636,935.73,20.827,1925.3703703703704,38.456951193846876,0.0054
42652,159.0,14.0,23.4616,884.19,14.757,1819.3209876543212,36.33874266731586,0.0054
42653,159.0,14.5,23.5747,818.74,15.023,1684.650205761317,33.6488562090028,0.0054
42654,159.0,15.0,23.6089,741.84,15.077,1526.4197530864199,30.488393739265994,0.0054
42655,159.0,15.5,23.966,654.83,13.986,1347.3868312757204,26.912427035861576,0.0054
42656,159.0,16.0,23.7044,565.19,12.651,1162.9423868312758,23.228371694025324,0.0054
42657,159.0,16.5,23.7263,462.57,14.008,951.7901234567902,19.01085987810346,0.0054
42658,159.0,17.0,23.762,358.91,8.6566,738.4979423868314,14.750605786908173,0.0054
42659,159.0,17.5,23.51,254.6,7.9801,523.8683127572017,10.463637773666992,0.0054
42660,159.0,18.0,24.248,152.78,6.5062,314.36213991769546,6.279004631032376,0.0054
42661,159.0,18.5,24.033,64.34,3.8245,132.38683127572017,2.644267299127,0.0054
42662,159.0,19.0,22.1837,13.7,6.1684,28.189300411522634,0.563047280044139,0.0054
42681,160.0,4.5,13.6725,43.07,1.6648,88.62139917695474,1.7701055731022677,0.0054
42682,160.0,5.0,15.288,122.08,5.4135,251.19341563786008,5.0172855436341965,0.0054
42683,160.0,5.5,15.880999999999998,162.8,10.455,334.9794238683128,6.69081001395517,0.0054
42684,160.0,6.0,15.751,285.7,8.5462,587.8600823045267,11.741796197708796,0.0054
42685,160.0,6.5,15.9473,406.18,20.493,835.761316872428,16.693324394768496,0.0054
42686,160.0,7.0,16.3409,501.92,20.381,1032.7572016460906,20.62807962042002,0.0054
42687,160.0,7.5,17.393,575.78,11.487,1184.732510288066,23.663603131665283,0.0054
42688,160.0,8.0,18.173,671.31,16.96,1381.2962962962963,27.589727705578902,0.0054
42689,160.0,8.5,19.428,748.17,25.446,1539.4444444444443,30.748546241651347,0.0054
42690,160.0,9.0,20.553,813.86,25.216,1674.6090534979426,33.448296301950585,0.0054
42691,160.0,9.5,20.672,868.85,26.349,1787.7572016460906,35.70829410703286,0.0054
42692,160.0,10.0,20.506,917.94,25.582,1888.7654320987656,37.725811696621676,0.0054
42693,160.0,10.5,20.677,955.11,17.090999999999998,1965.2469135802469,39.25343705423048,0.0054
42694,160.0,11.0,21.081,976.99,26.652,2010.2674897119343,40.152668768636744,0.0054
42695,160.0,11.5,21.6301,988.3,23.962,2033.5390946502057,40.61749101223522,0.0054
42696,160.0,12.0,22.16,987.02,22.18,2030.9053497942386,40.564885134975626,0.0054
42697,160.0,12.5,22.773000000000003,973.03,24.316,2002.119341563786,39.98991933586486,0.0054
42698,160.0,13.0,22.772,947.58,18.924,1949.7530864197531,38.94396654191425,0.0054
42699,160.0,13.5,23.558000000000003,906.38,22.648000000000003,1864.9794238683128,37.25071486762093,0.0054
42700,160.0,14.0,24.146,854.97,17.274,1759.1975308641977,35.137849125499095,0.0054
42701,160.0,14.5,24.771,789.95,16.326,1625.4115226337449,32.46563495407793,0.0054
42702,160.0,15.0,24.354,710.3,18.061,1461.522633744856,29.1921520449162,0.0054
42703,160.0,15.5,24.246,556.61,19.397,1145.2880658436216,22.87574792301958,0.0054
42704,160.0,16.0,23.574,546.78,17.109,1125.0617283950617,22.471751225002503,0.0054
42705,160.0,16.5,24.099,436.01,16.257,897.1399176954733,17.919287924966792,0.0054
42706,160.0,17.0,23.959,264.11,11.882,543.4362139917696,10.854483002369165,0.0054
42707,160.0,17.5,22.961,121.31,7.9508,249.6090534979424,4.985639820595219,0.0054
42708,160.0,18.0,21.888,93.78,7.784,192.96296296296296,3.8542024760977633,0.0054
42709,160.0,18.5,20.583,74.88,5.0639,154.07407407407408,3.077443819686506,0.0054
42710,160.0,19.0,19.6289,17.0,0.30821,34.97942386831276,0.6986718073540411,0.0054
42728,161.0,4.0,13.372,12.0,4.361,24.691358024691358,0.49318009930873485,0.0054
42729,161.0,4.5,13.146,63.6,4.3603,130.8641975308642,2.613854526336295,0.0054
42730,161.0,5.0,13.359000000000002,130.6,5.7806,268.7242798353909,5.3674434141433975,0.0054
42731,161.0,5.5,14.714,200.09,8.5551,411.7078189300412,8.223367172557065,0.0054
42732,161.0,6.0,15.188,307.0,14.102,631.687242798354,12.617190873981802,0.0054
42733,161.0,6.5,15.339,409.8,17.904,843.2098765432099,16.8421003913933,0.0054
42734,161.0,7.0,16.417,490.92,17.477999999999998,1010.1234567901236,20.175997862720347,0.0054
42735,161.0,7.5,17.326,550.42,15.914,1132.551440329218,22.621349188459483,0.0054
42736,161.0,8.0,18.297,632.8,21.495,1302.0576131687242,26.00703057021395,0.0054
42737,161.0,8.5,19.133,691.21,21.402,1422.2427983539096,28.407584703599223,0.0054
42738,161.0,9.0,19.9074,758.79,21.618,1561.2962962962963,31.18501062953958,0.0054
42739,161.0,9.5,20.8406,838.59,25.656,1725.493827160494,34.46465828994267,0.0054
42740,161.0,10.0,21.3432,774.29,23.015,1593.1893004115227,31.82203492448003,0.0054
42741,161.0,10.5,22.56,953.16,23.269,1961.2345679012346,39.17329528809282,0.0054
42742,161.0,11.0,22.8787,970.34,23.081,1996.5843621399179,39.879364796936486,0.0054
42743,161.0,11.5,23.1243,728.96,23.312,1499.9176954732511,29.959047099341284,0.0054
42744,161.0,12.0,23.3522,958.05,30.43,1971.2962962962963,39.37426617856112,0.0054
42745,161.0,12.5,23.6107,795.13,22.48,1636.0699588477366,32.678524363612865,0.0054
42746,161.0,13.0,23.754,729.41,21.266,1500.843621399177,29.97754135306536,0.0054
42747,161.0,13.5,23.498,741.27,29.839,1525.2469135802469,30.464967684548824,0.0054
42748,161.0,14.0,23.4242,679.14,26.022,1397.4074074074074,27.91152772037785,0.0054
42749,161.0,14.5,23.5683,598.51,24.21,1231.5020576131687,24.597768436439242,0.0054
42750,161.0,15.0,23.1559,573.53,25.136,1180.102880658436,23.57113186304489,0.0054
42751,161.0,15.5,23.014,569.98,18.394,1172.798353909465,23.425232750332725,0.0054
42752,161.0,16.0,22.323,445.26,19.706,916.1728395061729,18.299447584850608,0.0054
42753,161.0,16.5,21.8346,213.49,15.932,439.2798353909465,8.774084950118485,0.0054
42754,161.0,17.0,21.5463,146.25,8.881,300.9259259259259,6.010632460325207,0.0054
42755,161.0,17.5,21.1524,62.76,8.5803,129.1358024691358,2.5793319193846833,0.0054
42756,161.0,18.0,20.6921,19.8,3.0074,40.74074074074074,0.8137471638594126,0.0054
42778,162.0,5.0,18.748,11.8,1.116,24.279835390946506,0.4849604309869227,0.0054
42779,162.0,5.5,18.8088,21.43,1.1252,44.09465020576132,0.8807374606821824,0.0054
42780,162.0,6.0,18.8607,44.58,1.9944,91.72839506172839,1.83216406893195,0.0054
42781,162.0,6.5,18.722,101.24,10.31,208.3127572016461,4.16079610450136,0.0054
42782,162.0,7.0,18.2839,135.51,12.265999999999998,278.82716049382714,5.569236271443888,0.0054
42783,162.0,7.5,16.3287,157.61,12.640999999999998,324.3004115226338,6.477509621004143,0.0054
42784,162.0,8.0,15.3506,199.32,13.977,410.12345679012344,8.191721449518086,0.0054
42785,162.0,8.5,14.9575,207.86,14.418,427.69547325102883,8.54270128685947,0.0054
42786,162.0,9.0,14.6179,231.75,16.166,476.85185185185185,9.524540667899942,0.0054
42787,162.0,9.5,14.667,247.58,21.324,509.42386831275724,10.175127415571383,0.0054
42788,162.0,10.0,14.7891,418.56,24.174,861.2345679012346,17.202121863888674,0.0054
42789,162.0,10.5,15.9768,869.47,35.698,1789.0329218106997,35.733775078830476,0.0054
42790,162.0,11.0,16.7351,642.62,30.796,1322.2633744855968,26.41061628481494,0.0054
42791,162.0,11.5,17.0545,699.48,26.604,1439.2592592592594,28.74746798870616,0.0054
42792,162.0,12.0,17.4013,537.64,27.004,1106.2551440329219,22.096112382695686,0.0054
42793,162.0,12.5,17.8225,633.52,38.185,1303.5390946502057,26.036621376172477,0.0054
42794,162.0,13.0,18.601,904.91,34.357,1861.954732510288,37.19030030545561,0.0054
42795,162.0,13.5,19.4505,956.96,23.735,1969.053497942387,39.329468986207246,0.0054
42796,162.0,14.0,20.0525,927.66,27.342,1908.7654320987654,38.12528757706175,0.0054
42797,162.0,14.5,20.1575,753.43,23.152,1550.267489711934,30.964723518515008,0.0054
42798,162.0,15.0,20.2827,676.33,20.421,1391.6255144032923,27.79604138045639,0.0054
42799,162.0,15.5,20.6836,659.05,19.971,1356.0699588477366,27.08586203745181,0.0054
42800,162.0,16.0,20.5874,561.7,17.895,1155.761316872428,23.0849384818097,0.0054
42801,162.0,16.5,19.7901,461.79,13.661,950.1851851851852,18.97880317164839,0.0054
42802,162.0,17.0,18.9999,366.69,11.69,754.5061728395062,15.070350884626668,0.0054
42803,162.0,17.5,18.476,266.47,10.5,548.2921810699589,10.95147508856655,0.0054
42804,162.0,18.0,18.1355,168.65,9.0071,347.0164609053498,6.9312353123681785,0.0054
