,DoY,Hour,Tair,Rg,GPP_uStar_f,PAR,GPP_Sim,LAI_Sim
37610,54.0,13.0,0.623,403.98,0.0084798,831.2345679012346,16.602908043228563,0.0054
37611,54.0,13.5,1.093,354.64,-0.022887,729.7119341563786,14.575115868237477,0.0054
37612,54.0,14.0,1.108,279.9,-0.045136,575.9259259259259,11.50342581637624,0.0054
37613,54.0,14.5,0.9028,242.54,-0.056438,499.05349794238685,9.967991773861714,0.0054
37614,54.0,15.0,0.8673,207.05,-0.12605,426.0288065843622,8.509411630156132,0.0054
37615,54.0,15.5,0.6973,148.2,-0.0017093,304.9382716049383,6.090774226462876,0.0054
37616,54.0,16.0,0.5531,90.3,-0.0262069999999999,185.80246913580245,3.7111802472982296,0.0054
37617,54.0,16.5,0.261,49.5,-0.010011,101.85185185185185,2.034367909648531,0.0054
37618,54.0,17.0,-0.0553,18.5,-0.017215,38.065843621399175,0.7603193197676329,0.0054
37647,55.0,7.5,-0.6255,13.77,-0.054615,28.333333333333332,0.5659241639567733,0.0054
37648,55.0,8.0,-0.809,23.27,-0.056911,47.88065843621399,0.9563584092428551,0.0054
37649,55.0,8.5,-0.613,40.64,-0.058973,83.62139917695474,1.6702366029922489,0.0054
37650,55.0,9.0,-0.4589999999999999,36.62,-0.055897,75.34979423868313,1.5050212697238228,0.0054
37651,55.0,9.5,-0.462,53.0,-0.051384,109.05349794238684,2.178212105280246,0.0054
37652,55.0,10.0,-0.301,48.96,-0.053183,100.74074074074075,2.0121748051796384,0.0054
37653,55.0,10.5,-0.023,76.94,-0.071542,158.3127572016461,3.162106403401172,0.0054
37654,55.0,11.0,0.4479999999999999,56.96,-0.0301959999999999,117.20164609053498,2.3409615380521283,0.0054
37655,55.0,11.5,0.3939999999999999,58.09,-0.0327709999999999,119.52674897119343,2.387402664070368,0.0054
37656,55.0,12.0,0.467,132.95,-0.125,273.559670781893,5.464024516924692,0.0054
37657,55.0,12.5,0.579,111.1,-2.6016,228.60082304526748,4.566025752766704,0.0054
37658,55.0,13.0,1.101,119.52,-0.11022,245.92592592592592,4.9120737891149995,0.0054
37659,55.0,13.5,1.394,124.48,-0.1034799999999999,256.13168724279836,5.115921563495943,0.0054
37660,55.0,14.0,1.481,73.09,-0.039017,150.39094650205763,3.0038777882062866,0.0054
37661,55.0,14.5,1.331,64.65,-0.014469,133.0246913580247,2.65700778502581,0.0054
37662,55.0,15.0,1.4380000000000002,66.72,-0.012778,137.28395061728395,2.742081352156566,0.0054
37663,55.0,15.5,1.539,77.59,-0.041033,159.6502057613169,3.188820325447062,0.0054
37664,55.0,16.0,1.612,43.55,-0.0161539999999999,89.60905349794238,1.789832777074617,0.0054
37665,55.0,16.5,1.757,12.71,-0.010884,26.1522633744856,0.5223599218511684,0.0054
37695,56.0,7.5,-4.355,77.07,-0.090721,158.58024691358023,3.1674491878103495,0.0054
37696,56.0,8.0,-3.84,223.7,-0.46233,460.2880658436214,9.193699017946999,0.0054
37697,56.0,8.5,-3.397,176.15,-0.20142,362.4485596707819,7.239472874436138,0.0054
37698,56.0,9.0,-3.215,195.54,-0.11879,402.34567901234567,8.036369718235834,0.0054
37699,56.0,9.5,-3.23,387.36,-0.0369,797.0370370370371,15.919853605685963,0.0054
37700,56.0,10.0,-3.3337,282.13,-0.21927,580.5144032921811,11.595075118164448,0.0054
37701,56.0,10.5,-2.7028,381.38,-0.0268769999999999,784.7325102880659,15.674085522863777,0.0054
37702,56.0,11.0,-2.3279,504.78,-0.17451,1038.641975308642,20.745620877421935,0.0054
37703,56.0,11.5,-2.6951,276.03,-0.20772,567.9629629629629,11.344375234349174,0.0054
37704,56.0,12.0,-3.0003,248.24,-0.29609,510.78189300411526,10.202252321033363,0.0054
37705,56.0,12.5,-3.0406,169.26,-0.20059,348.2716049382716,6.9563053007497055,0.0054
37706,56.0,13.0,-2.9239,231.96,-0.35029,477.283950617284,9.533171319637846,0.0054
37707,56.0,13.5,-2.7435,207.17,-0.14935,426.275720164609,8.514343431149216,0.0054
37708,56.0,14.0,-2.6776,175.84,-0.1953,361.8106995884774,7.22673238853733,0.0054
37709,56.0,14.5,-2.7788,149.49,-0.1746599999999999,307.5925925925926,6.143791087138565,0.0054
37710,56.0,15.0,-2.7594,167.36,-0.19894,344.3621399176955,6.87821845169249,0.0054
37711,56.0,15.5,-2.8941,151.12,-0.17901,310.9465020576132,6.2107813839613355,0.0054
37712,56.0,16.0,-3.2978,104.64,-0.20884,215.30864197530866,4.300530465972169,0.0054
37713,56.0,16.5,-3.6747,40.7,-0.06612,83.7448559670782,1.6727025034887926,0.0054
37741,57.0,6.5,-9.7151,28.86,0.06412,59.382716049382715,1.1860981388375074,0.0054
37742,57.0,7.0,-9.7113,106.16,-0.28153,218.43621399176953,4.362999945217941,0.0054
37743,57.0,7.5,-9.6268,205.68,-0.30701,423.2098765432099,8.453106902151715,0.0054
37744,57.0,8.0,-9.5198,303.2,-0.37416,623.8683127572017,12.461017175867369,0.0054
37745,57.0,8.5,-9.489,389.58,-0.0029497,801.604938271605,16.01109192405808,0.0054
37746,57.0,9.0,-9.0234,472.88,-0.2271699999999999,973.0041152263375,19.43458378009288,0.0054
37747,57.0,9.5,-8.752,548.02,-0.17421,1127.6131687242798,22.52271316859774,0.0054
37748,57.0,10.0,-8.3783,608.47,-0.31284,1251.9958847736627,25.007107918865497,0.0054
37749,57.0,10.5,-7.9197,660.84,-0.43628,1359.7530864197531,27.15942806893203,0.0054
37750,57.0,11.0,-7.7806,702.27,-0.43455,1445.0,28.86213236179544,0.0054
37751,57.0,11.5,-7.5584,725.52,-0.0033048,1492.8395061728395,29.81766880420611,0.0054
37752,57.0,12.0,-7.3073,735.1,0.0120069999999999,1512.5514403292182,30.211390916820918,0.0054
37753,57.0,12.5,-7.127000000000001,729.4,-0.2431199999999999,1500.8230452674898,29.97713036964927,0.0054
37754,57.0,13.0,-7.0142,705.38,0.0242509999999999,1451.3991769547326,28.98994820419962,0.0054
37755,57.0,13.5,-6.8159,666.56,-0.4213699999999999,1371.522633744856,27.39451058293586,0.0054
37756,57.0,14.0,-6.99,610.68,-0.2945,1256.5432098765432,25.097935253821518,0.0054
37757,57.0,14.5,-7.1183,539.21,-0.45074,1109.485596707819,22.160636779021914,0.0054
37758,57.0,15.0,-7.2392,454.94,-0.26509,936.0905349794239,18.69727953162632,0.0054
37759,57.0,15.5,-7.495,361.71,0.021457,744.2592592592592,14.865681143413541,0.0054
37760,57.0,16.0,-7.786,260.42,-1.1144,535.843621399177,10.70283012183173,0.0054
37761,57.0,16.5,-8.2495,148.19,-0.31767,304.91769547325106,6.090363243046786,0.0054
37762,57.0,17.0,-8.7284,44.96,0.11478,92.51028806584362,1.8477814387433935,0.0054
37789,58.0,6.5,-16.5585,27.11,-0.1428,55.781893004115226,1.1141760410216501,0.0054
37790,58.0,7.0,-16.4972,100.75,-0.44975,207.3045267489712,4.14065791711292,0.0054
37791,58.0,7.5,-16.3084,162.02,-0.42757,333.37448559670787,6.6587533075001035,0.0054
37792,58.0,8.0,-15.9309,245.52,-0.091679,505.1851851851852,10.090464831856716,0.0054
37793,58.0,8.5,-15.3512,279.83,-0.16745,575.7818930041152,11.500548932463607,0.0054
37794,58.0,9.0,-15.2113,241.44,-0.39812,496.7901234567901,9.922783598091746,0.0054
37795,58.0,9.5,-14.5238,271.22,-0.8490200000000001,558.0658436213993,11.146692211209592,0.0054
37796,58.0,10.0,-13.8933,322.5,0.44637,663.5802469135803,13.25421516892225,0.0054
37797,58.0,10.5,-13.3013,372.71,-0.1197,766.8930041152263,15.317762901113214,0.0054
37798,58.0,11.0,-12.6978,434.41,-0.2459199999999999,893.8477366255145,17.853530578392295,0.0054
37799,58.0,11.5,-11.8914,620.23,-0.37546,1276.1934156378602,25.490424416188056,0.0054
37800,58.0,12.0,-11.0581,445.66,-0.057748,916.9958847736626,18.315886921494233,0.0054
37801,58.0,12.5,-10.8586,291.19,-0.048455,599.156378600823,11.967426093142542,0.0054
37802,58.0,13.0,-10.5965,309.44,-0.40183,636.7078189300412,12.717470827507912,0.0054
37803,58.0,13.5,-9.9806,377.67,-0.81119,777.0987654320988,15.521610675494161,0.0054
37804,58.0,14.0,-9.6172,349.37,0.7739199999999999,718.8683127572017,14.358527607957727,0.0054
37805,58.0,14.5,-9.3407,309.36,-0.5697,636.5432098765433,12.714182960179187,0.0054
37806,58.0,15.0,-9.1976,264.23,-1.7116,543.6831275720165,10.859414803362252,0.0054
37807,58.0,15.5,-9.048,154.67,-0.14467,318.2510288065844,6.356680496673502,0.0054
37808,58.0,16.0,-8.9218,66.16,-0.2458199999999999,136.13168724279836,2.719066280855492,0.0054
37809,58.0,16.5,-9.2421,36.7,-0.1556799999999999,75.51440329218107,1.5083091370525477,0.0054
37810,58.0,17.0,-9.6473,11.05,0.10299,22.736625514403293,0.45413667478012676,0.0054
37837,59.0,6.5,-11.3108,15.37,0.047705,31.62551440329218,0.6316815105312712,0.0054
37838,59.0,7.0,-11.3654,43.19,0.024255,88.86831275720165,1.7750373740953551,0.0054
37839,59.0,7.5,-11.1494,150.01,-0.35696,308.6625514403292,6.165162224775276,0.0054
37840,59.0,8.0,-10.8455,184.95,-0.37605,380.55555555555554,7.601138280595876,0.0054
37841,59.0,8.5,-10.4057,234.97,-0.52061,483.47736625514403,9.65687732788112,0.0054
37842,59.0,9.0,-9.956,330.6,-0.1557599999999999,680.246913580247,13.587111735955649,0.0054
37843,59.0,9.5,-9.297,539.84,-0.13833,1110.7818930041153,22.186528734235623,0.0054
37844,59.0,10.0,-9.1092,574.03,-0.1863,1181.1316872427983,23.591681033849422,0.0054
37845,59.0,10.5,-8.5947,573.11,-0.17767,1179.2386831275721,23.55387055956909,0.0054
37846,59.0,11.0,-8.1182,517.47,-0.32405,1064.7530864197531,21.26715883244092,0.0054
37847,59.0,11.5,-7.8069,630.67,-0.2987,1297.6748971193415,25.91949110258665,0.0054
37848,59.0,12.0,-7.6244,694.13,-0.43005,1428.2510288065844,28.52759186109768,0.0054
37849,59.0,12.5,-7.2443,555.17,-0.14847,1142.3251028806583,22.816566311102527,0.0054
37850,59.0,13.0,-6.7932,638.17,-0.28031,1313.1069958847736,26.22772866465461,0.0054
37851,59.0,13.5,-6.3208,641.23,-0.28308,1319.4032921810701,26.35348958997834,0.0054
37852,59.0,14.0,-5.8939,602.54,-0.12886,1239.7942386831276,24.76339475312376,0.0054
37853,59.0,14.5,-5.4709,543.69,-0.1155,1118.703703703704,22.34475734943051,0.0054
37854,59.0,15.0,-5.1604,459.34,-0.21006,945.1440329218107,18.87811223470619,0.0054
37855,59.0,15.5,-5.075,367.43,-0.0062038,756.0288065843622,15.100763657417373,0.0054
37856,59.0,16.0,-4.9765,260.06,-0.38101,535.1028806584362,10.688034718852466,0.0054
37857,59.0,16.5,-5.0667,162.27,-0.25014,333.8888888888889,6.669027892902368,0.0054
37858,59.0,17.0,-5.2867,58.76,-0.16982,120.90534979423869,2.4149385529484384,0.0054
37886,60.0,7.0,-9.5995,31.66,0.07649,65.1440329218107,1.301173495342879,0.0054
37887,60.0,7.5,-9.6045,64.83,-0.20665,133.39506172839506,2.6644054865154403,0.0054
37888,60.0,8.0,-9.1053,167.79,-0.33793,345.2469135802469,6.895890738584385,0.0054
37889,60.0,8.5,-8.127,325.29,0.1445,669.320987654321,13.368879542011532,0.0054
37890,60.0,9.0,-6.854,470.5,-0.17908,968.1069958847737,19.336769727063313,0.0054
37891,60.0,9.5,-6.57,503.47,-0.2842699999999999,1035.9465020576133,20.691782049914067,0.0054
37892,60.0,10.0,-6.069,559.93,-0.082976,1152.1193415637858,23.012194417161655,0.0054
37893,60.0,10.5,-5.141,665.18,-0.37113,1368.6831275720165,27.337794871515356,0.0054
37894,60.0,11.0,-4.525,689.12,-0.35861,1417.9423868312758,28.321689169636283,0.0054
37895,60.0,11.5,-3.64,726.34,0.087735,1494.5267489711935,29.85136944432554,0.0054
37896,60.0,12.0,-2.622,737.94,0.12085,1518.3950617283951,30.328110206990655,0.0054
37897,60.0,12.5,-2.048,718.6,-0.1242099999999999,1478.6008230452676,29.53326828027141,0.0054
37898,60.0,13.0,-1.857,673.4,0.14636,1385.59670781893,27.675623239541842,0.0054
37899,60.0,13.5,-1.364,657.69,-0.9344,1353.2716049382718,27.02996829286349,0.0054
37900,60.0,14.0,-1.054,597.43,-2.49,1229.2798353909463,24.553382227501455,0.0054
37901,60.0,14.5,-0.706,531.46,-1.2625,1093.539094650206,21.84212463155169,0.0054
37902,60.0,15.0,-0.568,428.74,-0.60918,882.1810699588477,17.620502981468917,0.0054
37903,60.0,15.5,-0.6048,328.6,0.15862,676.1316872427984,13.504915052737525,0.0054
37904,60.0,16.0,-0.6728,200.39,-0.2677199999999999,412.3251028806584,8.235696675039781,0.0054
37905,60.0,16.5,-0.8109,93.74,-0.16566,192.880658436214,3.8525585424334006,0.0054
37906,60.0,17.0,-1.0728,26.7,-0.0839159999999999,54.93827160493827,1.0973257209619351,0.0054
37934,61.0,7.0,-4.1337,17.22,-0.011584,35.432098765432094,0.7077134425080345,0.0054
37935,61.0,7.5,-4.5995,35.39,-0.021051,72.81893004115227,1.4544703095446774,0.0054
37936,61.0,8.0,-4.6464,51.76,0.0727039999999999,106.50205761316872,2.1272501616850095,0.0054
37937,61.0,8.5,-4.4348,77.7,-0.53046,159.87654320987656,3.1933411430240586,0.0054
37938,61.0,9.0,-4.2455,101.94,-0.47326,209.7530864197531,4.189564943627703,0.0054
37939,61.0,9.5,-4.0105,128.13,-0.33197,263.641975308642,5.265930510369016,0.0054
37940,61.0,10.0,-3.6848,159.28,-1.691,327.73662551440333,6.5461438514912755,0.0054
37941,61.0,10.5,-3.197,217.92,-0.5252,448.39506172839504,8.956150603446625,0.0054
37942,61.0,11.0,-2.6775,303.72,-0.10336,624.9382716049383,12.482388313504082,0.0054
37943,61.0,11.5,-2.3185,293.58,-1.3381,604.074074074074,12.065651129588199,0.0054
37944,61.0,12.0,-2.0021,319.04,-1.3413,656.4609053497943,13.112014906954899,0.0054
37945,61.0,12.5,-1.6756,256.76,-0.95479,528.312757201646,10.552410191542563,0.0054
37946,61.0,13.0,-1.3135,284.64,-1.3142,585.679012345679,11.698231955603191,0.0054
37947,61.0,13.5,-0.9137,386.6,-0.48633,795.4732510288067,15.888618866063076,0.0054
37948,61.0,14.0,-0.7142,331.58,-0.84088,682.2633744855967,13.627388110732527,0.0054
37949,61.0,14.5,-0.5456,256.55,0.035479,527.880658436214,10.543779539804662,0.0054
37950,61.0,15.0,-0.4167,130.84,-0.27659,269.2181069958848,5.377307016129573,0.0054
37951,61.0,15.5,-0.6198,76.79,-0.14105,158.00411522633746,3.1559416521598127,0.0054
37952,61.0,16.0,-0.6768,60.86,-0.1313099999999999,125.22633744855968,2.5012450703274673,0.0054
37953,61.0,16.5,-0.7141,44.74,-0.029648,92.05761316872429,1.8387398035894,0.0054
37954,61.0,17.0,-0.7439,13.6,-0.0149509999999999,27.983539094650205,0.5589374458832328,0.0054
37981,62.0,6.5,-3.1114,43.97,0.047151,90.47325102880659,1.8070940805504228,0.0054
37982,62.0,7.0,-2.9488,127.68,-0.40753,262.71604938271605,5.2474362566449395,0.0054
37983,62.0,7.5,-2.5504,221.28,-1.5197,455.30864197530866,9.094241031253071,0.0054
37984,62.0,8.0,-2.1154,318.82,-1.3278,656.0082304526749,13.102973271800904,0.0054
37985,62.0,8.5,-1.439,330.0,-0.99566,679.0123456790124,13.56245273099021,0.0054
37986,62.0,9.0,-1.2415,196.59,-0.25205,404.5061728395062,8.07952297692535,0.0054
37987,62.0,9.5,-1.0374,191.69,-0.30299,394.4238683127572,7.8781411030409485,0.0054
37988,62.0,10.0,-0.7863,249.09,-0.44802,512.5308641975308,10.237185911401063,0.0054
37989,62.0,10.5,-0.6376,242.45,-0.18653,498.86831275720164,9.964292923116897,0.0054
37990,62.0,11.0,-0.4631,289.7,-0.1866799999999999,596.0905349794239,11.906189564145041,0.0054
37991,62.0,11.5,-0.1815,347.21,-0.40451,714.4238683127571,14.269755190082153,0.0054
37992,62.0,12.0,0.2024,417.3,-0.065606,858.641975308642,17.150337953461257,0.0054
37993,62.0,12.5,0.2703,532.31,-0.74461,1095.2880658436213,21.877058221919388,0.0054
37994,62.0,13.0,1.064,719.51,-0.37063,1480.4732510288065,29.570667771135653,0.0054
37995,62.0,13.5,1.896,715.63,-0.34907,1472.4897119341565,29.411206205692498,0.0054
37996,62.0,14.0,1.995,611.23,-0.4804,1257.6748971193417,25.120539341706504,0.0054
37997,62.0,14.5,2.469,523.67,-0.070547,1077.5102880658435,21.521968550417096,0.0054
37998,62.0,15.0,2.256,464.25,-0.079394,955.2469135802469,19.07990509200668,0.0054
37999,62.0,15.5,2.0243,232.44,0.00097204,478.2716049382716,9.552898523610194,0.0054
38000,62.0,16.0,2.0361,106.0,-0.17404,218.10699588477368,4.356424210560492,0.0054
38001,62.0,16.5,1.867,45.5,-0.063317,93.62139917695474,1.8699745432122865,0.0054
38002,62.0,17.0,1.588,12.6,-0.051088,25.925925925925927,0.5178391042741717,0.0054
38030,63.0,7.0,-2.4136,20.2,-0.075751,41.56378600823045,0.830186500503037,0.0054
38031,63.0,7.5,-2.3611,54.65,-0.16747,112.44855967078189,2.246024368935197,0.0054
38032,63.0,8.0,-2.3182,70.44,-0.14737,144.93827160493828,2.894967182942274,0.0054
38033,63.0,8.5,-2.2008,107.92,-0.28095,222.0576131687243,4.435333026449889,0.0054
38034,63.0,9.0,-2.2230000000000003,92.13,-0.14422,189.5679012345679,3.786390212442812,0.0054
38035,63.0,9.5,-2.2346,120.46,-0.2074,247.86008230452674,4.950706230227517,0.0054
38036,63.0,10.0,-2.2129,147.82,-1.5487,304.156378600823,6.075156856651432,0.0054
38037,63.0,10.5,-2.0714,253.88,-0.92652,522.3868312757202,10.434046967708468,0.0054
38038,63.0,11.0,-1.4612,417.96,-0.5714100000000001,860.0,17.177462858923235,0.0054
38039,63.0,11.5,-1.0014,343.26,-0.36556,706.2962962962963,14.10741674072636,0.0054
38040,63.0,12.0,-1.4722,153.92,-1.5284,316.7078189300411,6.325856740466706,0.0054
38041,63.0,12.5,-1.3198,437.28,-0.39053,899.753086419753,17.971482818810298,0.0054
38042,63.0,13.0,-0.6498,526.0,-0.92831,1082.3045267489713,21.617727686366216,0.0054
38043,63.0,13.5,-1.1565,168.74,-0.29893,347.201646090535,6.934934163112994,0.0054
38044,63.0,14.0,-1.2506,245.18,-0.5299699999999999,504.48559670781896,10.076491395709635,0.0054
38045,63.0,14.5,-1.1485,276.26,-0.46813,568.4362139917696,11.35382785291926,0.0054
38046,63.0,15.0,-1.0001,383.53,-0.3402199999999999,789.156378600823,15.762446957323258,0.0054
38047,63.0,15.5,-1.443,101.32,-0.18043,208.47736625514403,4.164083971830085,0.0054
38048,63.0,16.0,-1.6523,103.06,-0.18535,212.0576131687243,4.235595086229852,0.0054
38049,63.0,16.5,-1.7359,152.35,-1.5314,313.47736625514403,6.26133234414048,0.0054
38050,63.0,17.0,-2.1633,62.31,-0.15495,128.20987654320987,2.560837665660606,0.0054
38077,64.0,6.5,-13.4081,54.78,-0.24059,112.71604938271605,2.2513671533443746,0.0054
38078,64.0,7.0,-12.957,143.27,-0.281,294.7942386831276,5.888159402330205,0.0054
38079,64.0,7.5,-12.119000000000002,242.74,-0.39446,499.46502057613174,9.976211442183526,0.0054
38080,64.0,8.0,-11.625,345.9,-0.012535,711.7283950617284,14.215916362574283,0.0054
38081,64.0,8.5,-11.0713,432.8,-0.28622,890.5349794238683,17.787362248401706,0.0054
38082,64.0,9.0,-10.252,530.2,-1.0272,1090.9465020576133,21.790340721124274,0.0054
38083,64.0,9.5,-9.811,569.45,-1.1488,1171.7078189300412,23.403450629279924,0.0054
38084,64.0,10.0,-9.176,624.21,-0.98982,1284.382716049383,25.653995815792122,0.0054
38085,64.0,10.5,-9.146,470.74,-0.15746,968.6008230452676,19.34663332904949,0.0054
38086,64.0,11.0,-8.7,631.3,-0.9791,1298.9711934156378,25.94538305780036,0.0054
38087,64.0,11.5,-7.728,776.9,-0.7943,1598.559670781893,31.929301596079675,0.0054
38088,64.0,12.0,-7.697999999999999,747.78,-1.2079,1538.641975308642,30.732517888423814,0.0054
38089,64.0,12.5,-7.053999999999999,716.48,-0.29375,1474.2386831275721,29.4461397960602,0.0054
38090,64.0,13.0,-6.396,741.61,-0.5618,1525.9465020576133,30.47894112069591,0.0054
38091,64.0,13.5,-5.961,693.57,-0.20082,1427.0987654320988,28.504576789796605,0.0054
38092,64.0,14.0,-5.912000000000001,635.31,-0.9136,1307.2222222222222,26.110187407652695,0.0054
38093,64.0,14.5,-5.8199,562.25,-0.708,1156.8930041152264,23.107542569694683,0.0054
38094,64.0,15.0,-5.6199,478.24,0.036799,984.0329218106996,19.654870891117447,0.0054
38095,64.0,15.5,-5.4284,378.1,-0.082039,777.9835390946503,15.539282962386057,0.0054
38096,64.0,16.0,-5.3783,276.87,-1.7023,569.6913580246913,11.378897841300786,0.0054
38097,64.0,16.5,-5.3382,172.01,-1.7872,353.93004115226336,7.069325740174624,0.0054
38098,64.0,17.0,-5.4595,69.11,-0.0088962,142.20164609053498,2.8403063886022224,0.0054
38125,65.0,6.5,-13.7056,59.16,-0.23884,121.72839506172839,2.431377889592063,0.0054
38126,65.0,7.0,-13.3689,150.7,-0.9631,310.08230452674894,6.193520080485529,0.0054
38127,65.0,7.5,-12.863,251.57,-0.30118,517.633744855967,10.339109798591537,0.0054
38128,65.0,8.0,-12.4637,358.7,-0.1093099999999999,738.0658436213992,14.741975135170266,0.0054
38129,65.0,8.5,-11.7661,453.4,-0.30439,932.9218106995885,18.633988085548367,0.0054
38130,65.0,9.0,-11.2853,537.4,-0.98001,1105.7613168724279,22.086248780709507,0.0054
38131,65.0,9.5,-10.7592,607.45,-1.5524,1249.897119341564,24.965187610424252,0.0054
38132,65.0,10.0,-10.1319,676.55,-0.8582799999999999,1392.0781893004114,27.80508301561038,0.0054
38133,65.0,10.5,-9.6471,738.07,-0.6250100000000001,1518.6625514403293,30.33345299139983,0.0054
38134,65.0,11.0,-9.3956,784.97,-0.8472299999999999,1615.164609053498,32.260965212864804,0.0054
38135,65.0,11.5,-9.1011,813.56,-0.81333,1673.991769547325,33.43596679946786,0.0054
38136,65.0,12.0,-8.8681,780.6,-0.83493,1606.172839506173,32.081365460033204,0.0054
38137,65.0,12.5,-8.6445,672.79,-1.0603,1384.3415637860082,27.65055325116031,0.0054
38138,65.0,13.0,-8.8601,504.78,-0.64342,1038.641975308642,20.745620877421935,0.0054
38139,65.0,13.5,-8.8316,385.05,0.076069,792.283950617284,15.824916436569032,0.0054
38140,65.0,14.0,-8.7628,268.42,-1.0525,552.3045267489713,11.03161685470422,0.0054
38141,65.0,14.5,-8.9602,280.88,-1.0568,577.9423868312757,11.543702191153121,0.0054
38142,65.0,15.0,-8.8082,299.75,-0.29393,616.7695473251028,12.319227897316106,0.0054
38143,65.0,15.5,-8.9635,128.46,-0.30364,264.320987654321,5.279492963100007,0.0054
38144,65.0,16.0,-9.0148,122.0,-0.5169699999999999,251.02880658436214,5.013997676305472,0.0054
38145,65.0,16.5,-9.4685,87.32,-0.4367399999999999,179.67078189300412,3.5887071893032276,0.0054
38146,65.0,17.0,-9.5766,75.43,-0.43893,155.20576131687244,3.1000479075714895,0.0054
38173,66.0,6.5,-16.1619,35.19,-0.098275,72.4074074074074,1.446250641222865,0.0054
38174,66.0,7.0,-15.8763,110.51,-0.5795100000000001,227.38683127572017,4.5417777312173575,0.0054
38175,66.0,7.5,-14.974,251.9,-0.32737,518.3127572016461,10.352672251322527,0.0054
38176,66.0,8.0,-13.925999999999998,339.9,0.21193,699.3827160493827,13.969326312919915,0.0054
38177,66.0,8.5,-12.6245,417.0,-0.033759,858.0246913580247,17.13800845097854,0.0054
38178,66.0,9.0,-11.5278,535.83,-2.2478,1102.530864197531,22.021724384383287,0.0054
38179,66.0,9.5,-10.9632,608.79,-1.3469,1252.6543209876543,25.020259388180392,0.0054
38180,66.0,10.0,-10.404837,687.96,-0.85426,1415.5555555555557,28.274015093369773,0.0054
38181,66.0,10.5,-10.404837,687.96,-0.85406,1415.5555555555557,28.274015093369773,0.0054
38182,66.0,11.0,-8.633372,731.84,-0.27419,1505.843621399177,30.07741032317538,0.0054
38183,66.0,11.5,-8.8728,634.57,-0.90767,1305.6995884773664,26.079774634861995,0.0054
38184,66.0,12.0,-8.3109,481.91,-0.44143,991.5843621399177,19.805701804822704,0.0054
38185,66.0,12.5,-8.0145,515.21,-0.61179,1060.1028806584363,21.174276580404445,0.0054
38186,66.0,13.0,-7.3032,584.03,-1.6196,1201.7078189300412,24.00266444994004,0.0054
38187,66.0,13.5,-7.0441,422.57,-0.56295,869.4855967078189,17.366926213741007,0.0054
38188,66.0,14.0,-6.9662,369.51,-0.43717,760.3086419753087,15.18624820796422,0.0054
38189,66.0,14.5,-6.8068,339.44,-0.56295,698.4362139917696,13.950421075779749,0.0054
38190,66.0,15.0,-7.0278,256.13,-0.50248,527.0164609053498,10.526518236328856,0.0054
38191,66.0,15.5,-7.0542,170.06,-0.63335,349.91769547325106,6.989183974036955,0.0054
38192,66.0,16.0,-6.9222,249.98,-0.5174300000000001,514.3621399176955,10.273763435433128,0.0054
38193,66.0,16.5,-6.9268,132.49,-0.4414399999999999,272.6131687242799,5.4451192797845245,0.0054
38194,66.0,17.0,-7.2935,27.87,-0.0455459999999999,57.345679012345684,1.1454107806445368,0.0054
38221,67.0,6.5,-12.1134,59.4,-0.41803,122.22222222222223,2.441241491578238,0.0054
38222,67.0,7.0,-11.5548,147.55,-0.84105,303.60082304526753,6.064060304416987,0.0054
38223,67.0,7.5,-10.7479,253.5,-0.80757,521.604938271605,10.418429597897026,0.0054
38224,67.0,8.0,-10.238,351.3,-0.1234599999999999,722.8395061728395,14.437847407263213,0.0054
38225,67.0,8.5,-9.618,442.9,-0.61239,911.3168724279835,18.202455498653222,0.0054
38226,67.0,9.0,-8.572000000000001,525.53,-1.1905,1081.3374485596707,21.598411465809953,0.0054
38227,67.0,9.5,-8.099,599.13,-1.1337,1232.7777777777778,24.623249408236862,0.0054
38228,67.0,10.0,-7.142,653.65,-0.7471899999999999,1344.9588477366256,26.86393099276288,0.0054
38229,67.0,10.5,-6.319,708.12,-0.6108100000000001,1457.0370370370372,29.102557660208447,0.0054
38230,67.0,11.0,-5.495,736.38,-0.4959199999999999,1515.1851851851852,30.263996794080516,0.0054
38231,67.0,11.5,-4.931,737.56,-0.47984,1517.6131687242798,30.31249283717921,0.0054
38232,67.0,12.0,-4.12,688.82,-0.5987899999999999,1417.3251028806585,28.309359667153565,0.0054
38233,67.0,12.5,-3.658,631.47,-2.1228,1299.320987654321,25.9523697758739,0.0054
38234,67.0,13.0,-3.406,585.51,-2.1151,1204.7530864197531,24.063489995521447,0.0054
38235,67.0,13.5,-2.68,545.37,-2.7345,1122.1604938271605,22.41380256333373,0.0054
38236,67.0,14.0,-2.155,492.02,-0.90428,1012.3868312757202,20.221206038490312,0.0054
38237,67.0,14.5,-2.0039,397.23,-0.24422,817.3456790123457,16.325494237367398,0.0054
38238,67.0,15.0,-1.8102,385.04,-0.27875,792.2633744855967,15.824505453152941,0.0054
38239,67.0,15.5,-1.6223,285.17,-1.1113,586.769547325103,11.720014076655996,0.0054
38240,67.0,16.0,-1.3624,244.93,-0.5836100000000001,503.9711934156379,10.06621681030737,0.0054
38241,67.0,16.5,-1.5007,139.11,-1.4956,286.2345679012346,5.71719030123651,0.0054
38242,67.0,17.0,-1.9703,81.41,-0.26156,167.5102880658436,3.3458159903936755,0.0054
38268,68.0,6.0,-5.5508,10.12,-0.51939,20.82304526748971,0.4159152170836997,0.0054
